month,day,year,time,latitude,longitude,depth,magnitude,magType,place
4,28,2016,19:33:24,-16.0429,167.3786,24,7,mww,"3 km NW of Norsup, Vanuatu"
5,28,2016,09:46:59,-56.2409,-26.9353,78,7.2,mww,South Sandwich Islands region
7,29,2016,21:18:24,18.5429,145.5073,196,7.7,mww,"Pagan region, Northern Mariana Islands"
8,12,2016,01:26:36,-22.4765,173.1167,16.37,7.2,mww,southeast of the Loyalty Islands
8,19,2016,07:32:22,-55.2852,-31.8766,10,7.4,mww,South Georgia Island region
8,29,2016,04:29:57,-0.0456,-17.8255,10,7.1,mww,north of Ascension Island
9,1,2016,16:37:57,-37.3586,179.1461,19,7,mww,"175 km NE of Gisborne, New Zealand"
11,13,2016,11:02:56,-42.7373,173.054,15.11,7.8,mww,"53 km NNE of Amberley, New Zealand"
12,8,2016,17:38:46,-10.6812,161.3273,40,7.8,mww,"69 km WSW of Kirakira, Solomon Islands"
12,17,2016,10:51:10,-4.5049,153.5216,94.54,7.9,mww,"140 km E of Kokopo, Papua New Guinea"
12,25,2016,14:22:27,-43.4064,-73.9413,38,7.6,mww,"41 km SW of Quellón, Chile"
1,10,2017,06:13:48,4.4782,122.6171,627.17,7.3,mww,"189 km SSE of Tabiauan, Philippines"
1,22,2017,04:30:22,-6.2464,155.1718,135,7.9,mww,"35 km WNW of Panguna, Papua New Guinea"
7,17,2017,23:34:13,54.4434,168.857,10,7.7,mww,"Komandorskiye Ostrova, Russia region"
9,8,2017,04:49:19,15.0222,-93.8993,47.39,8.2,mww,"near the coast of Chiapas, Mexico"
9,19,2017,18:14:38,18.5499,-98.4887,48,7.1,mww,"1 km S of Matzaco, Mexico"
11,12,2017,18:18:17,34.9109,45.9592,19,7.3,mww,"29 km S of ?alabja, Iraq"
11,19,2017,22:43:29,-21.3246,168.6715,10,7,mww,"85 km ENE of Tadine, New Caledonia"
1,10,2018,02:51:33,17.4825,-83.52,19,7.5,mww,"203 km NNE of Barra Patuca, Honduras"
1,14,2018,09:18:45,-15.7675,-74.7092,39,7.1,mww,"37 km W of Atiquipa, Peru"
1,23,2018,09:31:40,56.0039,-149.1658,14.06,7.9,mww,"261 km SE of Chiniak, Alaska"
2,16,2018,23:39:39,16.3855,-97.9787,22,7.2,mww,"4 km S of Pinotepa de Don Luis, Mexico"
2,25,2018,17:44:44,-6.0699,142.7536,25.21,7.5,mww,"32 km SW of Tari, Papua New Guinea"
8,19,2018,00:19:40,-18.1125,-178.153,600,8.2,mww,"267 km E of Levuka, Fiji"
8,21,2018,21:31:47,10.7731,-62.9019,146.82,7.3,mww,"40 km ENE of Carúpano, Venezuela"
8,24,2018,09:04:08,-11.0355,-70.8284,630,7.1,mww,"136 km W of Iñapari, Peru"
8,29,2018,03:51:56,-22.0295,170.1262,21.43,7.1,mww,"238 km ESE of Tadine, New Caledonia"
9,6,2018,15:49:18,-18.4743,179.3502,670.81,7.9,mww,"45 km S of Levuka, Fiji"
9,28,2018,10:02:45,-0.2559,119.8462,20,7.5,mww,"72 km N of Palu, Indonesia"
10,10,2018,20:48:20,-5.7012,151.2046,39,7,mww,"119 km E of Kimbe, Papua New Guinea"
11,30,2018,17:29:29,61.3464,-149.9552,46.7,7.1,mw,"1 km SE of Point MacKenzie, Alaska"
12,5,2018,04:18:08,-21.9496,169.4266,10,7.5,mww,"166 km ESE of Tadine, New Caledonia"
12,11,2018,02:26:29,-58.5446,-26.3856,133,7.1,mww,South Sandwich Islands region
12,20,2018,17:01:55,55.0999,164.6993,16.56,7.3,mww,"187 km SE of Ust’-Kamchatsk Staryy, Russia"
12,29,2018,03:39:09,5.8983,126.9209,60.21,7,mww,"96 km ESE of Pondaguitan, Philippines"
2,22,2019,10:17:23,-2.1862,-77.0505,145,7.5,mww,"115 km ESE of Palora, Ecuador"
3,1,2019,08:50:42,-14.7131,-70.1546,267,7,mww,"22 km NNE of Azángaro, Peru"
5,6,2019,21:19:37,-6.9746,146.4494,146,7.1,mww,"32 km NW of Bulolo, Papua New Guinea"
5,14,2019,12:58:25,-4.051,152.5967,10,7.6,mww,"48 km NE of Kokopo, Papua New Guinea"
5,26,2019,07:41:15,-5.8119,-75.2697,122.57,8,mww,"78 km NE of Navarro, Peru"
6,15,2019,22:55:04,-30.6441,-178.0995,46,7.3,mww,"Kermadec Islands, New Zealand"
6,24,2019,02:53:39,-6.4078,129.1692,212,7.3,mww,Banda Sea
7,6,2019,03:19:53,35.7695,-117.5993333,8,7.1,mw,"18km W of Searles Valley, CA"
7,14,2019,09:10:51,-0.5858,128.034,18.98,7.2,mww,"155 km SSE of Sofifi, Indonesia"
11,14,2019,16:17:40,1.6213,126.4156,33,7.1,mww,"141 km NW of Ternate, Indonesia"
1,28,2020,19:10:24,19.4193,-78.756,14.86,7.7,mww,"123 km NNW of Lucea, Jamaica"
2,13,2020,10:33:44,45.6161,148.959,143,7,mww,"95 km ENE of Kuril’sk, Russia"
3,25,2020,02:49:21,48.9638,157.6955,57.8,7.5,mww,"221 km SSE of Severo-Kuril’sk, Russia"
6,18,2020,12:49:53,-33.2927,-177.8571,10,7.4,mww,south of the Kermadec Islands
6,23,2020,15:29:04,15.8861,-96.0077,20,7.4,mww,"9 km SE of Santa María Xadani, Mexico"
7,17,2020,02:50:22,-7.836,147.7704,73,7,mww,"114 km NNW of Popondetta, Papua New Guinea"
7,22,2020,06:12:44,55.0715,-158.596,28,7.8,mww,"99 km SSE of Perryville, Alaska"
10,19,2020,20:54:38,54.602,-159.6258,28.37,7.6,mww,"99 km SE of Sand Point, Alaska"
10,30,2020,11:51:27,37.8973,26.7838,21,7,mww,"13 km NNE of Néon Karlovásion, Greece"
1,21,2021,12:23:04,4.9931,127.5145,80,7,mww,"211 km SE of Pondaguitan, Philippines"
2,10,2021,13:19:55,-23.0511,171.6566,10,7.7,mww,southeast of the Loyalty Islands
2,13,2021,14:07:49,37.7265,141.7751,43.98,7.1,mww,"73 km ENE of Namie, Japan"
3,4,2021,13:27:34,-37.4787,179.4576,10,7.3,mww,"182 km NE of Gisborne, New Zealand"
3,4,2021,17:41:23,-29.6768,-177.8398,43,7.4,mww,"Kermadec Islands, New Zealand"
3,4,2021,19:28:33,-29.7228,-177.2794,28.93,8.1,mww,"Kermadec Islands, New Zealand"
3,20,2021,09:09:43,38.4515,141.6477,43,7,mww,"30 km E of Ishinomaki, Japan"
5,21,2021,18:04:13,34.5983,98.2513,10,7.3,mww,"Southern Qinghai, China"
7,29,2021,06:15:49,55.3635,-157.8876,35,8.2,mww,"99 km SE of Perryville, Alaska"
8,11,2021,17:46:13,6.4748,126.7151,55.14,7.1,mww,"60 km ENE of Pondaguitan, Philippines"
8,12,2021,18:32:52,-57.5674,-25.0316,47.23,7.5,mww,South Sandwich Islands region
8,12,2021,18:35:17,-58.3753,-25.2637,22.79,8.1,mww,South Sandwich Islands region
8,14,2021,12:29:08,18.4335,-73.4822,10,7.2,mww,"Nippes, Haiti"
8,22,2021,21:33:18,-60.2845,-24.8743,6,7.1,mww,South Sandwich Islands region
9,8,2021,01:47:47,16.9465,-99.753,20,7,mww,"Acapulco, Mexico"
10,2,2021,06:29:17,-21.1265,174.8958,527,7.3,mww,Vanuatu region
11,28,2021,10:52:14,-4.4667,-76.8126,126,7.5,mww,"43 km NNW of Barranca, Peru"
12,14,2021,03:20:23,-7.6033,122.2274,14.27,7.3,mww,Flores Sea
12,29,2021,18:25:51,-7.5482,127.5773,165.49,7.3,mww,"125 km NNE of Lospalos, Timor Leste"
3,16,2022,14:36:30,37.7132,141.5793,41,7.3,mww,"57 km ENE of Namie, Japan"
3,31,2022,05:44:01,-22.586,170.3744,10,7,mww,southeast of the Loyalty Islands
5,26,2022,12:02:21,-14.9076,-70.2924,236,7.2,mww,"10 km W of Azángaro, Peru"
7,27,2022,00:43:26,17.5207,120.8181,33.729,7,mww,"11 km NE of Bantay, Philippines"
9,10,2022,23:47:00,-6.2944,146.5038,116,7.6,mww,"70 km E of Kainantu, Papua New Guinea"
9,14,2022,11:04:06,-21.1909,170.2666,137,7,mww,"209 km SSE of Isangel, Vanuatu"
9,19,2022,18:05:08,18.4552,-102.9561,26.943,7.6,mww,"35 km SSW of Aguililla, Mexico"
11,9,2022,09:51:04,-26.0901,178.3427,660,7,mwb,south of the Fiji Islands
11,11,2022,10:48:46,-19.2881,-172.1471,37,7.3,mww,"205 km ESE of Neiafu, Tonga"
11,12,2022,07:09:13,-20.1112,-178.3453,579,7,mww,
11,22,2022,02:03:06,-9.8198,159.6033,14,7,mww,"18 km SW of Malango, Solomon Islands"
1,8,2023,12:32:42,-14.9464,166.8808,29,7,mww,Vanuatu
1,9,2023,17:47:35,-7.0645,130.0046,105.2,7.6,mww,"Pulau Pulau Tanimbar, Indonesia"
1,18,2023,06:06:11,2.7357,127.0274,28.855,7,mwc,"156 km NW of Tobelo, Indonesia"
2,6,2023,01:17:34,37.2199,37.0189,10,7.8,mww,"Pazarcik earthquake, Kahramanmaras earthquake sequence"
2,6,2023,10:24:50,38.0155,37.2056,14.962,7.5,mww,"Elbistan earthquake, Kahramanmaras earthquake sequence"
